time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,roll,pitch,yaw,roll_dot,pitch_dot,yaw_dot,roll_ddot,pitch_ddot,yaw_ddot,quat_w,quat_x,quat_y,quat_z,quat_dot_w,quat_dot_x,quat_dot_y,quat_dot_z
2.83,0.503390101934917,0,-1.71075206282353,0.609688955414182,0,-1.21133043686474,0.42843304135019,0,0.00251610293266901,0,0,0,0,0,0,0,0,1.40428775219661e-17,0,0,0,0,0,0,0,0
2.84,0.509508401282516,0,-1.72286515907762,0.613969707558932,0,-1.21128060330412,0.427709107415188,0,0.00744249717163346,0,0,0,0,0,0,0,0,1.49359244766577e-17,0,0,0,0,0,0,0,0
2.85,0.515669471125369,0,-1.73497751148615,0.618242971367411,0,-1.2111817485862,0.426935314999218,0,0.0123203936786636,0,0,0,0,0,0,0,0,1.58238198192321e-17,0,0,0,0,0,0,0,0
2.86,0.521873234081284,0,-1.74708863225631,0.622508246483984,0,-1.21103435582263,0.426111310145295,0,0.0171501743171589,0,0,0,0,0,0,0,0,1.67066905560979e-17,0,0,0,0,0,0,0,0
2.87,0.528119607746837,0,-1.7591980384064,0.62676502901972,0,-1.21083890404351,0.425236740154972,0,0.0219322736368233,0,0,0,0,0,0,0,0,1.75846623708319e-17,0,0,0,0,0,0,0,0
2.88,0.5344085046621,0,-1.77130525172242,0.631012811565087,0,-1.21059586766745,0.424311253609059,0,0.0266671794852716,0,0,0,0,0,0,0,0,1.84578596700234e-17,0,0,0,0,0,0,0,0
2.89,0.540739832275502,0,-1.78340979870929,0.635251083202839,0,-1.21030571596557,0.423334500388328,0,0.0313554336196698,0,0,0,0,0,0,0,0,1.93264056284898e-17,0,0,0,0,0,0,0,0
2.9,0.547113492908812,0,-1.79551121053661,0.639479329521126,0,-1.2099689125193,0.42230613169423,0,0.0359976323183411,0,0,0,0,0,0,0,0,2.01904222338931e-17,0,0,0,0,0,0,0,0
2.91,0.553529383722268,0,-1.8076090229791,0.643697032626803,0,-1.20958591467215,0.421225800069606,0,0.0405944269924197,0,0,0,0,0,0,0,0,2.10500303307911e-17,0,0,0,0,0,0,0,0
2.92,0.55998739667982,0,-1.81970277635137,0.647903671158946,0,-1.20915717297528,0.420093159419397,0,0.0451465247974563,0,0,0,0,0,0,0,0,2.19053496641504e-17,0,0,0,0,0,0,0,0
2.93,0.566487418514534,0,-1.83179201543731,0.652098720302576,0,-1.20868313062706,0.418907865031359,0,0.049654689245052,0,0,0,0,0,0,0,0,2.27564989223551e-17,0,0,0,0,0,0,0,0
2.94,0.573029330694107,0,-1.84387628941362,0.656281651802593,0,-1.20816422290637,0.417669573596774,0,0.0541197408144725,0,0,0,0,0,0,0,0,2.36035957797373e-17,0,0,0,0,0,0,0,0
2.95,0.579613009386549,0,-1.85595515176783,0.660451933977914,0,-1.20760087659996,0.416377943231162,0,0.0585425575642875,0,0,0,0,0,0,0,0,2.44467569386619e-17,0,0,0,0,0,0,0,0
2.96,0.586238325425985,0,-1.86802816021046,0.664609031735819,0,-1.20699350942352,0.415032633494992,0,0.0629240757440067,0,0,0,0,0,0,0,0,2.52860981711931e-17,0,0,0,0,0,0,0,0
2.97,0.592905144278617,0,-1.8800948765814,0.668752406586501,0,-1.20634252943674,0.413633305414399,0,0.0672652904056809,0,0,0,0,0,0,0,0,2.61217343603718e-17,0,0,0,0,0,0,0,0
2.98,0.599613326008825,0,-1.8921548667504,0.672881516657833,0,-1.20564833445225,0.412179621501888,0,0.0715672560155234,0,0,0,0,0,0,0,0,2.69537795411331e-17,0,0,0,0,0,0,0,0
2.99,0.606362725245417,0,-1.90420770051162,0.676995816710328,0,-1.20491131143837,0.410671245777054,0,0.0758310870655955,0,0,0,0,0,0,0,0,2.7782346940891e-17,0,0,0,0,0,0,0,0
3,0.613153191148034,0,-1.91625295147215,0.681094758152319,0,-1.20413183591584,0.409107843787289,0,0.0800579586853496,0,0,0,0,0,0,0,0,2.86075490198209e-17,0,0,0,0,0,0,0,0
3.01,0.619984567373702,0,-1.92829019693453,0.685177789055336,0,-1.20331027134838,0.407489082628499,0,0.0842491072532967,0,0,0,0,0,0,0,0,2.94294975108654e-17,0,0,0,0,0,0,0,0
3.02,0.626856692043545,0,-1.94031901777308,0.689244354169699,0,-1.20244696852709,0.405814630965809,0,0.0884058310086582,0,0,0,0,0,0,0,0,3.02483034594934e-17,0,0,0,0,0,0,0,0
3.03,0.633769397709649,0,-1.95233899830409,0.69329389494031,0,-1.20154226494888,0.404084159054282,0,0.0925294906629449,0,0,0,0,0,0,0,0,3.10640772632392e-17,0,0,0,0,0,0,0,0
3.04,0.640722511322088,0,-1.96434972614973,0.69732584952266,0,-1.2005964841886,0.402297338759628,0,0.0966215100116019,0,0,0,0,0,0,0,0,3.1876928711051e-17,0,0,0,0,0,0,0,0
3.05,0.647715854196111,0,-1.97635079209568,0.701339652799033,0,-1.19960993526518,0.400453843578916,0,0.100683376545631,0,0,0,0,0,0,0,0,3.26869670224746e-17,0,0,0,0,0,0,0,0
3.06,0.654749241979493,0,-1.98834178994234,0.705334736394929,0,-1.19858291200162,0.398553348661289,0,0.10471664206324,0,0,0,0,0,0,0,0,3.34943008867027e-17,0,0,0,0,0,0,0,0
3.07,0.661822484620051,0,-2.00032231634968,0.709310528695687,0,-1.19751569237886,0.396595530828671,0,0.108722923281434,0,0,0,0,0,0,0,0,3.42990385015159e-17,0,0,0,0,0,0,0,0
3.08,0.66893538633332,0,-2.01229197067557,0.713266454863313,0,-1.19640853788351,0.394580068596483,0,0.112703902447663,0,0,0,0,0,0,0,0,3.51012876121448e-17,0,0,0,0,0,0,0,0
3.09,0.676087745570413,0,-2.02425035480753,0.717201936853524,0,-1.19526169284953,0.392506642194356,0,0.116661327951437,0,0,0,0,0,0,0,0,3.59011555500807e-17,0,0,0,0,0,0,0,0
3.1,0.68327935498604,0,-2.03619707298788,0.721116393432987,0,-1.1940753837937,0.390374933586838,0,0.120597014935963,0,0,0,0,0,0,0,0,3.66987492718642e-17,0,0,0,0,0,0,0,0
3.11,0.690510001406704,0,-2.04813173163222,0.725009240196779,0,-1.19284981874506,0.388184626494113,0,0.124512845909771,0,0,0,0,0,0,0,0,3.7494175397879e-17,0,0,0,0,0,0,0,0
3.12,0.697779465799076,0,-2.06005393914122,0.728879889586041,0,-1.19158518656821,0.385935406412708,0,0.128410771358303,0,0,0,0,0,0,0,0,3.82875402511816e-17,0,0,0,0,0,0,0,0
3.13,0.70508752323854,0,-2.0719633057055,0.732727750905848,0,-1.19028165628042,0.383626960636208,0,0.132292810355617,0,0,0,0,0,0,0,0,3.90789498963951e-17,0,0,0,0,0,0,0,0
3.14,0.712433942877929,0,-2.08385944310376,0.736552230343282,0,-1.18893937636277,0.381258978275963,0,0.136161051175934,0,0,0,0,0,0,0,0,3.98685101786964e-17,0,0,0,0,0,0,0,0
3.15,0.719818487916431,0,-2.09574196449393,0.740352730985714,0,-1.18755847406503,0.37883115028181,0,0.140017651905299,0,0,0,0,0,0,0,0,4.06563267629275e-17,0,0,0,0,0,0,0,0
3.16,0.727240915568688,0,-2.10761048419737,0.744128652839293,0,-1.1861390547045,0.376343169462775,0,0.143864841053216,0,0,0,0,0,0,0,0,4.14425051728609e-17,0,0,0,0,0,0,0,0
3.17,0.734700977034071,0,-2.119464617476,0.747879392847639,0,-1.18468120095872,0.373794730507792,0,0.147704918164258,0,0,0,0,0,0,0,0,4.22271508306499e-17,0,0,0,0,0,0,0,0
3.18,0.742198417466159,0,-2.13130398030235,0.751604344910747,0,-1.18318497215206,0.37118553000641,0,0.151540254429704,0,0,0,0,0,0,0,0,4.30103690964947e-17,0,0,0,0,0,0,0,0
3.19,0.749732975942388,0,-2.14312818912243,0.755302899904099,0,-1.18165040353621,0.36851526646951,0,0.155373293299133,0,0,0,0,0,0,0,0,4.37922653085567e-17,0,0,0,0,0,0,0,0
3.2,0.757304385433908,0,-2.15493686061139,0.758974445697977,0,-1.1800775055645,0.365783640350014,0,0.159206551092111,0,0,0,0,0,0,0,0,4.45729448231541e-17,0,0,0,0,0,0,0,0
3.21,0.764912372775627,0,-2.16672961142186,0.762618367176989,0,-1.17846626316019,0.362990354063599,0,0.163042617609761,0,0,0,0,0,0,0,0,4.53525130552694e-17,0,0,0,0,0,0,0,0
3.22,0.772556658636454,0,-2.178506057925,0.766234046259801,0,-1.17681663497854,0.360135112009405,0,0.166884156746402,0,0,0,0,0,0,0,0,4.61310755194052e-17,0,0,0,0,0,0,0,0
3.23,0.780236957489737,0,-2.19026581594407,0.769820861919071,0,-1.1751285526629,0.357217620590754,0,0.170733907101206,0,0,0,0,0,0,0,0,4.69087378708218e-17,0,0,0,0,0,0,0,0
3.24,0.787952977583903,0,-2.20200850048058,0.773378190201601,0,-1.17340192009451,0.354237588235857,0,0.174594682589787,0,0,0,0,0,0,0,0,4.76856059471913e-17,0,0,0,0,0,0,0,0
3.25,0.795704420913304,0,-2.21373372543291,0.776905404248684,0,-1.17163661263635,0.351194725418528,0,0.178469373055855,0,0,0,0,0,0,0,0,4.8461785810705e-17,0,0,0,0,0,0,0,0
3.26,0.803490983189264,0,-2.22544110330729,0.780401874316665,0,-1.16983247637076,0.348088744678895,0,0.182360944882796,0,0,0,0,0,0,0,0,4.92373837906714e-17,0,0,0,0,0,0,0,0
3.27,0.81131235381133,0,-2.23713024492117,0.78386696779771,0,-1.16798932733101,0.344919360644112,0,0.186272441605355,0,0,0,0,0,0,0,0,5.00125065266416e-17,0,0,0,0,0,0,0,0
3.28,0.819168215838739,0,-2.24880075909887,0.787300049240777,0,-1.16610695072672,0.341686290049076,0,0.190206984521242,0,0,0,0,0,0,0,0,5.07872610121032e-17,0,0,0,0,0,0,0,0
3.29,0.827058245962087,0,-2.26045225235944,0.790700480372796,0,-1.16418510016315,0.338389251757132,0,0.194167773302745,0,0,0,0,0,0,0,0,5.15617546387799e-17,0,0,0,0,0,0,0,0
3.3,0.834982114475221,0,-2.27208432859667,0.794067620120064,0,-1.16222349685443,0.335027966780788,0,0.198158086608339,0,0,0,0,0,0,0,0,5.23360952415814e-17,0,0,0,0,0,0,0,0
3.31,0.842939485247336,0,-2.28369658875125,0.797400824629829,0,-1.16022182883062,0.331602158302429,0,0.202181282694389,0,0,0,0,0,0,0,0,5.31103911442435e-17,0,0,0,0,0,0,0,0
3.32,0.850930015695296,0,-2.29528863047492,0.800699447292103,0,-1.1581797501387,0.328111551695027,0,0.206240800026693,0,0,0,0,0,0,0,0,5.38847512057036e-17,0,0,0,0,0,0,0,0
3.33,0.858953356756171,0,-2.30686004778662,0.803962838761666,0,-1.15609688003736,0.324555874542856,0,0.210340157892136,0,0,0,0,0,0,0,0,5.46592848672566e-17,0,0,0,0,0,0,0,0
3.34,0.867009152859992,0,-2.31841043072055,0.807190346980281,0,-1.15397280218579,0.320934856662197,0,0.214482957010312,0,0,0,0,0,0,0,0,5.54341022005378e-17,0,0,0,0,0,0,0,0
3.35,0.87509704190274,0,-2.32993936496611,0.810381317199125,0,-1.15180706382628,0.31724823012206,0,0.218672880145206,0,0,0,0,0,0,0,0,5.6209313956381e-17,0,0,0,0,0,0,0,0
3.36,0.883216655219547,0,-2.34144643149962,0.813535092001411,0,-1.14959917496069,0.313495729264889,0,0.222913692716714,0,0,0,0,0,0,0,0,5.69850316146018e-17,0,0,0,0,0,0,0,0
3.37,0.891367617558132,0,-2.35293120620774,0.816651011325231,0,-1.14734860752085,0.309677090727278,0,0.227209243412353,0,0,0,0,0,0,0,0,5.77613674347582e-17,0,0,0,0,0,0,0,0
3.38,0.899549547052465,0,-2.36439325950262,0.8197284124866,0,-1.14505479453286,0.305792053460679,0,0.231563464798857,0,0,0,0,0,0,0,0,5.85384345079412e-17,0,0,0,0,0,0,0,0
3.39,0.907762055196666,0,-2.37583215592867,0.82276663020271,0,-1.14271712927517,0.301840358752117,0,0.235980373933818,0,0,0,0,0,0,0,0,5.93163468096515e-17,0,0,0,0,0,0,0,0
3.4,0.916004746819125,0,-2.38724745376078,0.825764996615383,0,-1.14033496443067,0.297821750244906,0,0.240464072977275,0,0,0,0,0,0,0,0,6.00952192538199e-17,0,0,0,0,0,0,0,0
3.41,0.924277220056876,0,-2.39863870459414,0.828722841314747,0,-1.13790761123261,0.293735973959352,0,0.245018749803402,0,0,0,0,0,0,0,0,6.08751677480303e-17,0,0,0,0,0,0,0,0
3.42,0.932579066330195,0,-2.41000545292546,0.831639491363101,0,-1.13543433860432,0.289582778313473,0,0.249648678612047,0,0,0,0,0,0,0,0,6.16563092500082e-17,0,0,0,0,0,0,0,0
3.43,0.940909870317439,0,-2.42134723572551,0.834514271318999,0,-1.13291437229302,0.285361914143708,0,0.254358220540474,0,0,0,0,0,0,0,0,6.24387618254391e-17,0,0,0,0,0,0,0,0
3.44,0.949269209930136,0,-2.43266358200303,0.83734650326154,0,-1.13034689399729,0.281073134725627,0,0.259151824274857,0,0,0,0,0,0,0,0,6.32226447071827e-17,0,0,0,0,0,0,0,0
3.45,0.957656656288309,0,-2.44395401235984,0.84013550681486,0,-1.12773104048856,0.276716195794649,0,0.264034026662021,0,0,0,0,0,0,0,0,6.40080783559543e-17,0,0,0,0,0,0,0,0
3.46,0.96607177369605,0,-2.45521803853715,0.842880599172832,0,-1.12506590272641,0.272290855566749,0,0.269009453321014,0,0,0,0,0,0,0,0,6.47951845225444e-17,0,0,0,0,0,0,0,0
3.47,0.974514119617341,0,-2.466455162953,0.845581095123982,0,-1.12235052496789,0.267796874759173,0,0.274082819254719,0,0,0,0,0,0,0,0,6.55840863116533e-17,0,0,0,0,0,0,0,0
3.48,0.982983244652129,0,-2.47766487823076,0.848236307076598,0,-1.11958390387047,0.263234016611147,0,0.279258929461505,0,0,0,0,0,0,0,0,6.63749082474184e-17,0,0,0,0,0,0,0,0
3.49,0.991478692512648,0,-2.48884666671862,0.850845545084059,0,-1.11676498758919,0.258602046904594,0,0.284542679546855,0,0,0,0,0,0,0,0,6.71677763407174e-17,0,0,0,0,0,0,0,0
3.5,0.999999999999996,0,-2.5,0.853408116870359,0,-1.11389267486741,0.253900733984841,0,0.289939056334995,0,0,0,0,0,0,0,0,6.79628181583323e-17,0,0,0,0,0,0,0,0
3.51,1.00854669710254,0,-2.511124339345,0.855923376512734,0,-1.11096619447584,0.249144461912057,0,0.295338871956851,0,0,0,0,0,0,0,0,6.8341069732588e-17,0,0,0,0,0,0,0,0
3.52,1.01711830831533,0,-2.52221914570483,0.858390871732465,0,-1.10798625824278,0.244347877523822,0,0.300630442839448,0,0,0,0,0,0,0,0,6.8718525924813e-17,0,0,0,0,0,0,0,0
3.53,1.02571435398139,0,-2.53328388991156,0.860810200274685,0,-1.10495394208854,0.239511157101191,0,0.305815072497922,0,0,0,0,0,0,0,0,6.90950646593498e-17,0,0,0,0,0,0,0,0
3.54,1.03433435043029,0,-2.54431805349144,0.863180961725894,0,-1.10187030895504,0.234634492619709,0,0.310894053113214,0,0,0,0,0,0,0,0,6.94705669971332e-17,0,0,0,0,0,0,0,0
3.55,1.04297780999731,0,-2.55532112853573,0.865502757670376,0,-1.09873640891883,0.229718091643191,0,0.315868665588326,0,0,0,0,0,0,0,0,6.98449170042457e-17,0,0,0,0,0,0,0,0
3.56,1.05164424104421,0,-2.56629261757262,0.867775191845552,0,-1.09555327930357,0.224762177217498,0,0.320740179604547,0,0,0,0,0,0,0,0,7.02180016238067e-17,0,0,0,0,0,0,0,0
3.57,1.06033314798154,0,-2.57723203344021,0.869997870296271,0,-1.09232194479198,0.219766987764307,0,0.325509853677681,0,0,0,0,0,0,0,0,7.05897105510447e-17,0,0,0,0,0,0,0,0
3.58,1.06904403129245,0,-2.5881388991607,0.872170401528033,0,-1.08904341753724,0.214732776974889,0,0.330178935214281,0,0,0,0,0,0,0,0,7.09599361114075e-17,0,0,0,0,0,0,0,0
3.59,1.07777638755812,0,-2.59901274781563,0.874292396659157,0,-1.08571869727375,0.209659813703879,0,0.334748660567875,0,0,0,0,0,0,0,0,7.13285731415713e-17,0,0,0,0,0,0,0,0
3.6,1.08652970948458,0,-2.60985312242225,0.876363469571883,0,-1.08234877142742,0.204548381863057,0,0.339220255095199,0,0,0,0,0,0,0,0,7.16955188732151e-17,0,0,0,0,0,0,0,0
3.61,1.09530348593115,0,-2.620659575811,0.878383237062411,0,-1.07893461522534,0.199398780315115,0,0.343594933212419,0,0,0,0,0,0,0,0,7.20606728194285e-17,0,0,0,0,0,0,0,0
3.62,1.10409720194027,0,-2.63143167050403,0.880351318989882,0,-1.0754771918049,0.194211322767435,0,0.347873898451368,0,0,0,0,0,0,0,0,7.24239366636305e-17,0,0,0,0,0,0,0,0
3.63,1.11291033876893,0,-2.64216897859487,0.882267338424288,0,-1.07197745232236,0.188986337665865,0,0.352058343515771,0,0,0,0,0,0,0,0,7.27852141508746e-17,0,0,0,0,0,0,0,0
3.64,1.12174237392148,0,-2.65287108162919,0.884130921793332,0,-1.06843633606087,0.183724168088488,0,0.356149450337478,0,0,0,0,0,0,0,0,7.31444109814254e-17,0,0,0,0,0,0,0,0
3.65,1.13059278118394,0,-2.66353757048652,0.885941699028217,0,-1.06485477053785,0.178425171639401,0,0.360148390132688,0,0,0,0,0,0,0,0,7.35014347064919e-17,0,0,0,0,0,0,0,0
3.66,1.13946103065977,0,-2.67416804526322,0.887699303708371,0,-1.06123367161193,0.173089720342486,0,0.364056323458182,0,0,0,0,0,0,0,0,7.38561946260054e-17,0,0,0,0,0,0,0,0
3.67,1.14834658880706,0,-2.68476211515637,0.88940337320512,0,-1.05757394358924,0.167718200535186,0,0.367874400267553,0,0,0,0,0,0,0,0,7.42086016883375e-17,0,0,0,0,0,0,0,0
3.68,1.15724891847716,0,-2.6953193983488,0.891053548824289,0,-1.05387647932912,0.162311012762281,0,0.371603759967432,0,0,0,0,0,0,0,0,7.45585683918502e-17,0,0,0,0,0,0,0,0
3.69,1.16616747895476,0,-2.70583952189514,0.892649475947745,0,-1.05014216034937,0.156868571669658,0,0.375245531473721,0,0,0,0,0,0,0,0,7.49060086881789e-17,0,0,0,0,0,0,0,0
3.7,1.17510172599931,0,-2.7163221216089,0.894190804173876,0,-1.04637185693086,0.151391305898087,0,0.37880083326782,0,0,0,0,0,0,0,0,7.52508378871478e-17,0,0,0,0,0,0,0,0
3.71,1.18405111188793,0,-2.72676684195068,0.89567718745701,0,-1.04256642822157,0.145879657976998,0,0.382270773452856,0,0,0,0,0,0,0,0,7.55929725632201e-17,0,0,0,0,0,0,0,0
3.72,1.19301508545962,0,-2.7371733359173,0.89710828424577,0,-1.03872672234009,0.14033408421825,0,0.385656449809914,0,0,0,0,0,0,0,0,7.59323304633891e-17,0,0,0,0,0,0,0,0
3.73,1.20199309216093,0,-2.74754126493208,0.898483757620369,0,-1.03485357647861,0.134755054609911,0,0.388958949854266,0,0,0,0,0,0,0,0,7.62688304164169e-17,0,0,0,0,0,0,0,0
3.74,1.21098457409293,0,-2.75787029873603,0.899803275428834,0,-1.03094781700523,0.129143052710027,0,0.392179350891598,0,0,0,0,0,0,0,0,7.66023922433288e-17,0,0,0,0,0,0,0,0
3.75,1.21998897005956,0,-2.76816011528014,0.901066510422186,0,-1.02701025956584,0.1234985755404,0,0.395318720074244,0,0,0,0,0,0,0,0,7.69329366690756e-17,0,0,0,0,0,0,0,0
3.76,1.22900571561737,0,-2.77841040061871,0.902273140388535,0,-1.0230417091853,0.117822133480361,0,0.39837811445741,0,0,0,0,0,0,0,0,7.72603852352735e-17,0,0,0,0,0,0,0,0
3.77,1.23803424312652,0,-2.78862084880355,0.903422848286133,0,-1.0190429603682,0.112114250160544,0,0.401358581055408,0,0,0,0,0,0,0,0,7.75846602139371e-17,0,0,0,0,0,0,0,0
3.78,1.24707398180313,0,-2.79879116177938,0.90451532237535,0,-1.01501479719894,0.106375462356659,0,0.404261156897881,0,0,0,0,0,0,0,0,7.79056845221189e-17,0,0,0,0,0,0,0,0
3.79,1.25612435777302,0,-2.80892104928004,0.905550256349598,0,-1.01095799344132,0.100606319883269,0,0.407086869086036,0,0,0,0,0,0,0,0,7.82233816373713e-17,0,0,0,0,0,0,0,0
3.8,1.26518479412663,0,-2.81901022872584,0.906527349465183,0,-1.00687331263755,0.0948073854875631,0,0.409836734848871,0,0,0,0,0,0,0,0,7.85376755139471e-17,0,0,0,0,0,0,0,0
3.81,1.27425471097531,0,-2.82905842512181,0.907446306670107,0,-1.00276150820664,0.0889792347431295,0,0.412511761599407,0,0,0,0,0,0,0,0,7.8848490499657e-17,0,0,0,0,0,0,0,0
3.82,1.28333352550889,0,-2.83906537095697,0.908306838731794,0,-0.998623323542343,0.0831224559437311,0,0.415112946990913,0,0,0,0,0,0,0,0,7.9155751253301e-17,0,0,0,0,0,0,0,0
3.83,1.29242065205451,0,-2.84903080610453,0.909108662363767,0,-0.994459492110444,0.07723764999708,0,0.417641278973139,0,0,0,0,0,0,0,0,7.94593826625926e-17,0,0,0,0,0,0,0,0
3.84,1.30151550213666,0,-2.85895447772315,0.909851500351252,0,-0.990270737545504,0.0713254303186104,0,0.420097735848544,0,0,0,0,0,0,0,0,7.97593097624959e-17,0,0,0,0,0,0,0,0
3.85,1.31061748453862,0,-2.86883614015906,0.910535081675724,0,-0.986057773747065,0.0653864227252536,0,0.422483286328526,0,0,0,0,0,0,0,0,8.00554576538926e-17,0,0,0,0,0,0,0,0
3.86,1.31972600536492,0,-2.87867555484924,0.911159141638394,0,-0.981821304975277,0.059421265329213,0,0.42479888958965,0,0,0,0,0,0,0,0,8.03477514225007e-17,0,0,0,0,0,0,0,0
3.87,1.32884046810526,0,-2.88847249022543,0.911723421982627,0,-0.977562025945962,0.0534306084317367,0,0.427045495329878,0,0,0,0,0,0,0,0,8.0636116057963e-17,0,0,0,0,0,0,0,0
3.88,1.33796027369946,0,-2.89822672161923,0.912227671015306,0,-0.973280621925123,0.0474151144168934,0,0.4292240438248,0,0,0,0,0,0,0,0,8.09204763730254e-17,0,0,0,0,0,0,0,0
3.89,1.34708482060374,0,-2.90793803116802,0.912671643727124,0,-0.968977768822884,0.041375457645345,0,0.431335465983859,0,0,0,0,0,0,0,0,8.12007569227241e-17,0,0,0,0,0,0,0,0
3.9,1.35621350485815,0,-2.91760620772192,0.91305510191182,0,-0.964654133286872,0.0353123243481228,0,0.433380683406587,0,0,0,0,0,0,0,0,8.14768819235006e-17,0,0,0,0,0,0,0,0
3.91,1.36534572015516,0,-2.92723104675158,0.913377814284356,0,-0.960310372795032,0.0292264125203995,0,0.435360608438826,0,0,0,0,0,0,0,0,8.17487751721634e-17,0,0,0,0,0,0,0,0
3.92,1.37448085790951,0,-2.93681235025697,0.91363955659802,0,-0.955947135747887,0.0231184318152658,0,0.437276144228964,0,0,0,0,0,0,0,0,8.20163599646134e-17,0,0,0,0,0,0,0,0
3.93,1.38361830732914,0,-2.94634992667706,0.913840111760481,0,-0.951565061560226,0.0169891034375022,0,0.439128184784164,0,0,0,0,0,0,0,0,8.22795590142522e-17,0,0,0,0,0,0,0,0
3.94,1.39275745548732,0,-2.95584359080042,0.913979269948769,0,-0.947164780752243,0.0108391600373558,0,0.440917615026588,0,0,0,0,0,0,0,0,8.25382943699868e-17,0,0,0,0,0,0,0,0
3.95,1.4018976873959,0,-2.96529316367673,0.914056828723203,0,-0.942746915040096,0.00466934560431204,0,0.442645310849631,0,0,0,0,0,0,0,0,8.27924873337502e-17,0,0,0,0,0,0,0,0
3.96,1.41103838607974,0,-2.97469847252917,0.914072593140251,0,-0.938312077425921,-0.00151958463912877,0,0.44431213917415,0,0,0,0,0,2.03589351470359e-19,0,0,8.30427352848481e-17,0,0,0,0,0,0,0,0
3.97,1.42017893265221,0,-2.98405935066778,0.914026375864326,0,-0.933860872287275,-0.00772686434367936,0,0.44591895800469,0,0,0,0,0,1.03527424763696e-18,0,0,8.33044307634776e-17,0,0,0,0,0,0,0,0
3.98,1.42931870639179,0,-2.99337563740358,0.913917997278527,0,-0.929393895466014,-0.0139517161394889,0,0.447466616485719,0,0,0,0,0,1.86952489870165e-18,0,0,8.35840916350744e-17,0,0,0,0,0,0,0,0
3.99,1.4384570848199,0,-3.00264717796373,0.913747285594312,0,-0.924911734356618,-0.0201933517423715,0,0.448955954957852,0,0,0,0,0,2.70640733660483e-18,0,0,8.3881850953556e-17,0,0,0,0,0,0,0,0
4,1.44759344377962,0,-3.01187382340746,0.913514076960108,0,-0.920414967993944,-0.026450972060029,0,0.450387805014082,0,0,0,0,0,3.54598785991835e-18,0,0,8.41978485213375e-17,0,0,0,0,0,0,0,0
4.01,1.45672715751567,0,-3.02105543054288,0.913218215568865,0,-0.915904167140425,-0.0327237672982793,0,0.451762989556011,0,0,0,0,0,4.38833306154727e-18,0,0,8.45322309002167e-17,0,0,0,0,0,0,0,0
4.02,1.46585759875537,0,-3.03019186184478,0.912859553764541,0,-0.911379894372697,-0.0390109170672812,0,0.453082322850077,0,0,0,0,0,5.23350985605958e-18,0,0,8.48851514274645e-17,0,0,0,0,0,0,0,0
4.03,1.47498413879066,0,-3.03928298537311,0.912437952147528,0,-0.906842704167677,-0.0453115904877583,0,0.454346610583785,0,0,0,0,0,6.08158550666434e-18,0,0,8.52567702370308e-17,0,0,0,0,0,0,0,0
4.04,1.48410614756121,0,-3.04832867469244,0.911953279679014,0,-0.902293142988066,-0.0516249462972283,0,0.455556649921935,0,0,0,0,0,6.93262765185815e-18,0,0,8.56472542857819e-17,0,0,0,0,0,0,0,0
4.05,1.49322299373853,0,-3.05732880879227,0.911405413784288,0,-0.897731749367295,-0.0579501329562261,0,0.456713229562853,0,0,0,0,0,7.78670433175666e-18,0,0,8.60567773846882e-17,0,0,0,0,0,0,0,0
4.06,1.50233404481115,0,-3.06628327200814,0.910794240454974,0,-0.893159053993911,-0.064286288754531,0,0.457817129794618,0,0,0,0,0,8.64388401412942e-18,0,0,8.64855202348872e-17,0,0,0,0,0,0,0,0
4.07,1.51143866717074,0,-3.07519195394358,0.910119654350209,0,-0.888575579795397,-0.0706325419173902,0,0.458869122551294,0,0,0,0,0,9.50423562015379e-18,0,0,8.6933670468547e-17,0,0,0,0,0,0,0,0
4.08,1.52053622619934,0,-3.08405474939297,0.90938155889676,0,-0.883981842021432,-0.0769880107117476,0,0.459869971469157,0,0,0,0,0,1.03678285499044e-17,0,0,8.74014226944631e-17,0,0,0,0,0,0,0,0
4.09,1.5296260863575,0,-3.09287155826511,0.90857986638807,0,-0.879378348326585,-0.0833518035524679,0,0.460820431942925,0,0,0,0,0,1.12347327075912e-17,0,0,8.78889785483184e-17,0,0,0,0,0,0,0,0
4.1,1.53870761127344,0,-3.10164228550773,0.907714498082255,0,-0.874765598852453,-0.0897230191085623,0,0.46172125118199,0,0,0,0,0,1.21050185265611e-17,0,0,8.83965467475457e-17,0,0,0,0,0,0,0,0
4.11,1.5477801638332,0,-3.11036684103274,0.906785384299024,0,-0.87014408630923,-0.0961007464094152,0,0.462573168266642,0,0,0,0,0,1.29787569940753e-17,0,0,8.89243431507275e-17,0,0,0,0,0,0,0,0
4.12,1.55684310627172,0,-3.11904513964236,0.90579246451555,0,-0.865514296056719,-0.102484064951008,0,0.463376914204302,0,0,0,0,0,1.38560196758742e-17,0,0,8.9472590821475e-17,0,0,0,0,0,0,0,0
4.13,1.5658958002649,0,-3.12767710095595,0.904735687461269,0,-0.86087670618478,-0.108872044802146,0,0.464133211985752,0,0,0,0,0,1.47368787405419e-17,0,0,9.00415200967253e-17,0,0,0,0,0,0,0,0
4.14,1.57493760702258,0,-3.13626264933778,0.903615011211625,0,-0.856231787593212,-0.115263746710687,0,0.464842776641362,0,0,0,0,0,1.56214069836778e-17,0,0,9.06313686594011e-17,0,0,0,0,0,0,0,0
